id,value
Product_Title.Lipton Bl.two_Purchased_Title.Tide Orig,1
Product_Title.Lipton Bl.two_Purchased_Title.nan,1
Product_Title.Lipton Co,
Product_Title.Lipton Co.one_Purchased_Title,
Product_Title.Lipton Co.one_Purchased_Title.5 x 910MM,1
Product_Title.Lipton Co.one_Purchased_Title.Bananas  ,1
Product_Title.Lipton Co.one_Purchased_Title.Heinz Tom,1
Product_Title.Lipton Co.one_Purchased_Title.The Sandm,1
Product_Title.Lipton Co.three_Purchased_Title,
Product_Title.Lipton Co.three_Purchased_Title.CLIF BAR ,1
Product_Title.Lipton Co.three_Purchased_Title.My Cousin,1
Product_Title.Lipton Co.three_Purchased_Title.Premium P,1
Product_Title.Lipton Co.three_Purchased_Title.Wonderful,1
Product_Title.Lipton Co.two_Purchased_Title,
Product_Title.Lipton Co.two_Purchased_Title.Batiste D,1
Product_Title.Lipton Co.two_Purchased_Title.I Can Do ,1
Product_Title.Lipton Co.two_Purchased_Title.La Croix ,1
Product_Title.Lipton Co.two_Purchased_Title.Lemon  On,1
Product_Title.Lipton Cu,
Product_Title.Lipton Cu.one_Purchased_Title,
Product_Title.Lipton Cu.one_Purchased_Title.Lipton Cu,1
Product_Title.Lipton Cu.one_Purchased_Title.Maiers  P,1
Product_Title.Lipton Cu.one_Purchased_Title.Scandalou,1
Product_Title.Lipton Cu.three_Purchased_Title,
Product_Title.Lipton Cu.three_Purchased_Title.Blackberr,1
Product_Title.Lipton Cu.three_Purchased_Title.Rollercoa,1
Product_Title.Lipton Cu.three_Purchased_Title.Sambucus ,1
Product_Title.Lipton Cu.three_Purchased_Title.The 7 Hab,1
Product_Title.Lipton Cu.two_Purchased_Title,
Product_Title.Lipton Cu.two_Purchased_Title.Lipton Cu,1
Product_Title.Lipton Cu.two_Purchased_Title.Strawberr,1
Product_Title.Lipton Cu.two_Purchased_Title.Suicide o,1
Product_Title.Lipton Cu.two_Purchased_Title.The Loomi,1
Product_Title.Lipton De,
Product_Title.Lipton De.one_Purchased_Title,
Product_Title.Lipton De.one_Purchased_Title.Mr Coffee,1
Product_Title.Lipton De.three_Purchased_Title,
Product_Title.Lipton De.three_Purchased_Title.Systane I,1
Product_Title.Lipton De.two_Purchased_Title,
Product_Title.Lipton De.two_Purchased_Title.Lipton Bl,1
Product_Title.Lipton Di,
Product_Title.Lipton Di.one_Purchased_Title,
Product_Title.Lipton Di.one_Purchased_Title.Lipton Ic,1
Product_Title.Lipton Di.three_Purchased_Title,
Product_Title.Lipton Di.three_Purchased_Title.OXO Good ,1
Product_Title.Lipton Di.two_Purchased_Title,
Product_Title.Lipton Di.two_Purchased_Title.Crest 3D ,1
Product_Title.Lipton Fa,
Product_Title.Lipton Fa.one_Purchased_Title,
Product_Title.Lipton Fa.one_Purchased_Title.Huy Fong ,1
Product_Title.Lipton Fa.one_Purchased_Title.Kelloggs ,1
Product_Title.Lipton Fa.one_Purchased_Title.Lipton Ga,1
Product_Title.Lipton Fa.one_Purchased_Title.Mr Coffee,1
Product_Title.Lipton Fa.one_Purchased_Title.Quilted N,1
Product_Title.Lipton Fa.one_Purchased_Title.Strawberr,1
Product_Title.Lipton Fa.three_Purchased_Title,
Product_Title.Lipton Fa.three_Purchased_Title.Celestial,1
Product_Title.Lipton Fa.three_Purchased_Title.Community,1
Product_Title.Lipton Fa.three_Purchased_Title.Domino Su,1
Product_Title.Lipton Fa.three_Purchased_Title.Heinz Tom,1
Product_Title.Lipton Fa.three_Purchased_Title.Just BARE,1
Product_Title.Lipton Fa.three_Purchased_Title.Lime  One,1
Product_Title.Lipton Fa.three_Purchased_Title.The Unexp,1
Product_Title.Lipton Fa.two_Purchased_Title,
Product_Title.Lipton Fa.two_Purchased_Title.Alfaparf ,1
Product_Title.Lipton Fa.two_Purchased_Title.Bananas  ,1
Product_Title.Lipton Fa.two_Purchased_Title.Hidden Va,1
Product_Title.Lipton Fa.two_Purchased_Title.Kraft Mac,1
Product_Title.Lipton Fa.two_Purchased_Title.Mr Coffee,1
Product_Title.Lipton Fa.two_Purchased_Title.The Light,1
Product_Title.Lipton Fl,
Product_Title.Lipton Fl.one_Purchased_Title,
Product_Title.Lipton Fl.one_Purchased_Title.Bigelow H,1
Product_Title.Lipton Fl.three_Purchased_Title,
Product_Title.Lipton Fl.three_Purchased_Title.Lipton Bl,1
Product_Title.Lipton Fl.two_Purchased_Title,
Product_Title.Lipton Fl.two_Purchased_Title.Bigelow B,1
Product_Title.Lipton Ga,
Product_Title.Lipton Ga.one_Purchased_Title,
Product_Title.Lipton Ga.one_Purchased_Title.Mr Coffee,1
Product_Title.Lipton Ga.three_Purchased_Title,
Product_Title.Lipton Ga.three_Purchased_Title.Nostalgia,1
Product_Title.Lipton Ga.two_Purchased_Title,
Product_Title.Lipton Ga.two_Purchased_Title.Mr Coffee,1
Product_Title.Lipton Gr,
Product_Title.Lipton Gr.one_Purchased_Title,
Product_Title.Lipton Gr.one_Purchased_Title.Bananas  ,1
Product_Title.Lipton Gr.one_Purchased_Title.Celery  M,1
Product_Title.Lipton Gr.one_Purchased_Title.Cicero Se,1
Product_Title.Lipton Gr.one_Purchased_Title.Hidden Va,1
Product_Title.Lipton Gr.one_Purchased_Title.Jif Cream,1
Product_Title.Lipton Gr.one_Purchased_Title.Lipton Gr,1
Product_Title.Lipton Gr.one_Purchased_Title.Lipton Ma,1
Product_Title.Lipton Gr.one_Purchased_Title.MaraNatha,1
Product_Title.Lipton Gr.one_Purchased_Title.Master Lo,1
Product_Title.Lipton Gr.one_Purchased_Title.Neutrogen,1
Product_Title.Lipton Gr.one_Purchased_Title.Newborn 9,1
Product_Title.Lipton Gr.one_Purchased_Title.POLAND SP,1
Product_Title.Lipton Gr.one_Purchased_Title.Parametri,1
Product_Title.Lipton Gr.one_Purchased_Title.Planters ,1
Product_Title.Lipton Gr.one_Purchased_Title.Saga of t,1
Product_Title.Lipton Gr.one_Purchased_Title.Silk Soy ,1
Product_Title.Lipton Gr.one_Purchased_Title.The Stran,1
Product_Title.Lipton Gr.one_Purchased_Title.Tradition,1
Product_Title.Lipton Gr.three_Purchased_Title,
Product_Title.Lipton Gr.three_Purchased_Title.Bigelow G,1
Product_Title.Lipton Gr.three_Purchased_Title.Bigelow O,1
Product_Title.Lipton Gr.three_Purchased_Title.CheezIt O,1
Product_Title.Lipton Gr.three_Purchased_Title.Donner Pa,1
Product_Title.Lipton Gr.three_Purchased_Title.Eat  Drin,1
Product_Title.Lipton Gr.three_Purchased_Title.General E,1
Product_Title.Lipton Gr.three_Purchased_Title.Hanes Men,1
Product_Title.Lipton Gr.three_Purchased_Title.Imagining,1
Product_Title.Lipton Gr.three_Purchased_Title.Julius Ca,1
Product_Title.Lipton Gr.three_Purchased_Title.Lays Oven,1
Product_Title.Lipton Gr.three_Purchased_Title.Lime  One,1
Product_Title.Lipton Gr.three_Purchased_Title.Lipton Gr,1
Product_Title.Lipton Gr.three_Purchased_Title.NESTLE CO,1
Product_Title.Lipton Gr.three_Purchased_Title.Newtons F,1
Product_Title.Lipton Gr.three_Purchased_Title.Oreo Doub,1
Product_Title.Lipton Gr.three_Purchased_Title.Organic B,1
Product_Title.Lipton Gr.three_Purchased_Title.Organic G,1
Product_Title.Lipton Gr.three_Purchased_Title.Preparati,1
Product_Title.Lipton Gr.three_Purchased_Title.Qtips Cot,1
Product_Title.Lipton Gr.three_Purchased_Title.Tradition,1
Product_Title.Lipton Gr.three_Purchased_Title.nan,1
Product_Title.Lipton Gr.two_Purchased_Title,
Product_Title.Lipton Gr.two_Purchased_Title.Attwood 1,1
Product_Title.Lipton Gr.two_Purchased_Title.Autodesk ,1
Product_Title.Lipton Gr.two_Purchased_Title.Bananas  ,1
Product_Title.Lipton Gr.two_Purchased_Title.Bigelow T,1
Product_Title.Lipton Gr.two_Purchased_Title.Brave Dad,1
Product_Title.Lipton Gr.two_Purchased_Title.Death Wit,1
Product_Title.Lipton Gr.two_Purchased_Title.Desiring ,1
Product_Title.Lipton Gr.two_Purchased_Title.Energizer,1
Product_Title.Lipton Gr.two_Purchased_Title.General E,1
Product_Title.Lipton Gr.two_Purchased_Title.Hark A Sh,1
Product_Title.Lipton Gr.two_Purchased_Title.Honey Mai,1
Product_Title.Lipton Gr.two_Purchased_Title.Hood Ultr,1
Product_Title.Lipton Gr.two_Purchased_Title.Lemon  On,1
Product_Title.Lipton Gr.two_Purchased_Title.Lipton Gr,1
Product_Title.Lipton Gr.two_Purchased_Title.National ,1
Product_Title.Lipton Gr.two_Purchased_Title.Nature Va,1
Product_Title.Lipton Gr.two_Purchased_Title.Organic C,1
Product_Title.Lipton Gr.two_Purchased_Title.Ritz Pean,1
Product_Title.Lipton Gr.two_Purchased_Title.Rold Gold,1
Product_Title.Lipton Gr.two_Purchased_Title.SelfClosi,1
Product_Title.Lipton Gr.two_Purchased_Title.Update In,1
Product_Title.Lipton He,
Product_Title.Lipton He.one_Purchased_Title,
Product_Title.Lipton He.one_Purchased_Title.HandsOn B,1
Product_Title.Lipton He.one_Purchased_Title.Lipton Gr,1
Product_Title.Lipton He.one_Purchased_Title.Stash Tea,1
Product_Title.Lipton He.one_Purchased_Title.Twizzlers,1
Product_Title.Lipton He.three_Purchased_Title,
Product_Title.Lipton He.three_Purchased_Title.Aliens in,1
Product_Title.Lipton He.three_Purchased_Title.Lipton Ic,1
Product_Title.Lipton He.three_Purchased_Title.Lipton Li,1
Product_Title.Lipton He.three_Purchased_Title.SweetLeaf,1
Product_Title.Lipton He.two_Purchased_Title,
Product_Title.Lipton He.two_Purchased_Title.Bigelow M,1
Product_Title.Lipton He.two_Purchased_Title.Hunts Sna,1
Product_Title.Lipton He.two_Purchased_Title.ReaLemon ,1
Product_Title.Lipton He.two_Purchased_Title.SweetLeaf,1
Product_Title.Lipton Ic,
Product_Title.Lipton Ic.one_Purchased_Title,
Product_Title.Lipton Ic.one_Purchased_Title.Bananas  ,1
Product_Title.Lipton Ic.one_Purchased_Title.Country T,1
Product_Title.Lipton Ic.one_Purchased_Title.KCup Coff,1
Product_Title.Lipton Ic.one_Purchased_Title.Lipton Bl,1
Product_Title.Lipton Ic.one_Purchased_Title.Lipton Ic,1
Product_Title.Lipton Ic.one_Purchased_Title.MilkBone ,1
Product_Title.Lipton Ic.one_Purchased_Title.Rice Kris,1
Product_Title.Lipton Ic.one_Purchased_Title.ScotchBri,1
Product_Title.Lipton Ic.one_Purchased_Title.Twinings ,1
Product_Title.Lipton Ic.one_Purchased_Title.Wonderful,1
Product_Title.Lipton Ic.three_Purchased_Title,
Product_Title.Lipton Ic.three_Purchased_Title.365 Every,1
Product_Title.Lipton Ic.three_Purchased_Title.Athletic ,1
Product_Title.Lipton Ic.three_Purchased_Title.Back in t,1
Product_Title.Lipton Ic.three_Purchased_Title.Balance B,1
Product_Title.Lipton Ic.three_Purchased_Title.Biblical ,1
Product_Title.Lipton Ic.three_Purchased_Title.Folgers D,1
Product_Title.Lipton Ic.three_Purchased_Title.Green See,1
Product_Title.Lipton Ic.three_Purchased_Title.Kraft  De,1
Product_Title.Lipton Ic.three_Purchased_Title.Lemon  On,1
Product_Title.Lipton Ic.three_Purchased_Title.Lipton Ic,1
Product_Title.Lipton Ic.three_Purchased_Title.Premium S,1
Product_Title.Lipton Ic.three_Purchased_Title.SABRE 3IN,1
Product_Title.Lipton Ic.three_Purchased_Title.Slim Jim ,1
Product_Title.Lipton Ic.three_Purchased_Title.Snapple D,1
Product_Title.Lipton Ic.three_Purchased_Title.Trim Heal,1
Product_Title.Lipton Ic.three_Purchased_Title.True Lime,1
Product_Title.Lipton Ic.three_Purchased_Title.Velveeta ,1
Product_Title.Lipton Ic.three_Purchased_Title.Whats It ,1
Product_Title.Lipton Ic.three_Purchased_Title.nan,1
Product_Title.Lipton Ic.two_Purchased_Title,
Product_Title.Lipton Ic.two_Purchased_Title.365 Every,1
Product_Title.Lipton Ic.two_Purchased_Title.Bananas  ,1
Product_Title.Lipton Ic.two_Purchased_Title.CheezIt B,1
Product_Title.Lipton Ic.two_Purchased_Title.Crystal L,1
Product_Title.Lipton Ic.two_Purchased_Title.Dixie Ult,1
Product_Title.Lipton Ic.two_Purchased_Title.Haribo Ha,1
Product_Title.Lipton Ic.two_Purchased_Title.Heinz Tom,1
Product_Title.Lipton Ic.two_Purchased_Title.Hellmanns,1
Product_Title.Lipton Ic.two_Purchased_Title.Lipton Ic,1
Product_Title.Lipton Ic.two_Purchased_Title.Motts Med,1
Product_Title.Lipton Ic.two_Purchased_Title.Red Seedl,1
Product_Title.Lipton Ic.two_Purchased_Title.Ritz Pean,1
Product_Title.Lipton Ic.two_Purchased_Title.Strawberr,1
Product_Title.Lipton Ic.two_Purchased_Title.The Back ,1
Product_Title.Lipton Ic.two_Purchased_Title.The Man i,1
Product_Title.Lipton Ic.two_Purchased_Title.The ManEa,1
Product_Title.Lipton Ic.two_Purchased_Title.The Origi,1
Product_Title.Lipton Ic.two_Purchased_Title.Twinings ,1
Product_Title.Lipton Ic.two_Purchased_Title.Ty Beanie,1
Product_Title.Lipton Ic.two_Purchased_Title.nan,1
Product_Title.Lipton In,
Product_Title.Lipton In.one_Purchased_Title,
Product_Title.Lipton In.one_Purchased_Title.Diamond o,1
Product_Title.Lipton In.one_Purchased_Title.Mission  ,1
Product_Title.Lipton In.one_Purchased_Title.P is for ,1
Product_Title.Lipton In.three_Purchased_Title,
Product_Title.Lipton In.three_Purchased_Title.Arm & Ham,1
Product_Title.Lipton In.three_Purchased_Title.FisherPri,1
Product_Title.Lipton In.three_Purchased_Title.Strawberr,1
Product_Title.Lipton In.two_Purchased_Title,
Product_Title.Lipton In.two_Purchased_Title.Amazon Br,1
Product_Title.Lipton In.two_Purchased_Title.Zoom  Zoo,1
Product_Title.Lipton In.two_Purchased_Title.Zucchini ,1
Product_Title.Lipton Ko,
Product_Title.Lipton Ko.one_Purchased_Title,
Product_Title.Lipton Ko.one_Purchased_Title.Organic B,1
Product_Title.Lipton Ko.three_Purchased_Title,
Product_Title.Lipton Ko.three_Purchased_Title.Hidden Va,1
Product_Title.Lipton Ko.two_Purchased_Title,
Product_Title.Lipton Ko.two_Purchased_Title.Organic R,1
Product_Title.Lipton Li,
Product_Title.Lipton Li.one_Purchased_Title,
Product_Title.Lipton Li.one_Purchased_Title.FritoLay ,1
Product_Title.Lipton Li.one_Purchased_Title.Lipton Li,1
Product_Title.Lipton Li.three_Purchased_Title,
Product_Title.Lipton Li.three_Purchased_Title.BioOil 42,1
Product_Title.Lipton Li.three_Purchased_Title.Kelloggs ,1
Product_Title.Lipton Li.three_Purchased_Title.Lipton Di,1
Product_Title.Lipton Li.three_Purchased_Title.Lipton Ic,1
Product_Title.Lipton Li.three_Purchased_Title.Neuro Sle,1
Product_Title.Lipton Li.three_Purchased_Title.Neutrogen,1
Product_Title.Lipton Li.three_Purchased_Title.Strawberr,1
Product_Title.Lipton Li.three_Purchased_Title.To the Li,1
Product_Title.Lipton Li.two_Purchased_Title,
Product_Title.Lipton Li.two_Purchased_Title.Crystal L,1
Product_Title.Lipton Li.two_Purchased_Title.Dole Frui,1
Product_Title.Lipton Li.two_Purchased_Title.Lipton Ic,1
Product_Title.Lipton Li.two_Purchased_Title.Lipton Li,1
Product_Title.Lipton Li.two_Purchased_Title.M&MS Milk,1
Product_Title.Lipton Li.two_Purchased_Title.Roma Toma,1
Product_Title.Lipton Li.two_Purchased_Title.SLIK 6187,1
Product_Title.Lipton Lo,
Product_Title.Lipton Lo.one_Purchased_Title,
Product_Title.Lipton Lo.one_Purchased_Title.Hidden Va,1
Product_Title.Lipton Lo.one_Purchased_Title.Pure Leaf,1
Product_Title.Lipton Lo.three_Purchased_Title,
Product_Title.Lipton Lo.three_Purchased_Title.Davidsons,1
Product_Title.Lipton Lo.three_Purchased_Title.Mr Clean ,1
Product_Title.Lipton Lo.two_Purchased_Title,
Product_Title.Lipton Lo.two_Purchased_Title.Clorox Di,1
Product_Title.Lipton Lo.two_Purchased_Title.Mr Coffee,1
Product_Title.Lipton Ma,
Product_Title.Lipton Ma.one_Purchased_Title,
Product_Title.Lipton Ma.one_Purchased_Title.Kleenex E,1
Product_Title.Lipton Ma.one_Purchased_Title.LOreal Pa,1
Product_Title.Lipton Ma.one_Purchased_Title.The Photo,1
Product_Title.Lipton Ma.one_Purchased_Title.Wonderful,1
Product_Title.Lipton Ma.one_Purchased_Title.Yogi Tea ,1
Product_Title.Lipton Ma.three_Purchased_Title,
Product_Title.Lipton Ma.three_Purchased_Title.Bananas  ,1
Product_Title.Lipton Ma.three_Purchased_Title.Celestial,1
Product_Title.Lipton Ma.three_Purchased_Title.Lemon Bal,1
Product_Title.Lipton Ma.three_Purchased_Title.POLAND SP,1
Product_Title.Lipton Ma.three_Purchased_Title.Sugar and,1
Product_Title.Lipton Ma.two_Purchased_Title,
Product_Title.Lipton Ma.two_Purchased_Title.365 Every,1
Product_Title.Lipton Ma.two_Purchased_Title.KONG Pupp,1
Product_Title.Lipton Ma.two_Purchased_Title.LOccitane,1
Product_Title.Lipton Ma.two_Purchased_Title.Maybellin,1
Product_Title.Lipton Ma.two_Purchased_Title.Ritz Pean,1
Product_Title.Lipton No,
Product_Title.Lipton No.one_Purchased_Title,
Product_Title.Lipton No.one_Purchased_Title.Bananas  ,1
Product_Title.Lipton No.three_Purchased_Title,
Product_Title.Lipton No.three_Purchased_Title.Organic V,1
Product_Title.Lipton No.two_Purchased_Title,
Product_Title.Lipton No.two_Purchased_Title.Organic B,1
Product_Title.Lipton Pe,
Product_Title.Lipton Pe.one_Purchased_Title,
Product_Title.Lipton Pe.one_Purchased_Title.Old El Pa,1
Product_Title.Lipton Pe.three_Purchased_Title,
Product_Title.Lipton Pe.three_Purchased_Title.Evol Uncu,1
Product_Title.Lipton Pe.two_Purchased_Title,
Product_Title.Lipton Pe.two_Purchased_Title.Lean Cuis,1
Product_Title.Lipton Pr,
Product_Title.Lipton Pr.one_Purchased_Title,
Product_Title.Lipton Pr.one_Purchased_Title.Crest Com,1
Product_Title.Lipton Pr.one_Purchased_Title.Simon vs ,1
Product_Title.Lipton Pr.one_Purchased_Title.Twinings ,1
Product_Title.Lipton Pr.three_Purchased_Title,
Product_Title.Lipton Pr.three_Purchased_Title.Chasing H,1
Product_Title.Lipton Pr.three_Purchased_Title.Foods You,1
Product_Title.Lipton Pr.three_Purchased_Title.Qtips Cot,1
Product_Title.Lipton Pr.two_Purchased_Title,
Product_Title.Lipton Pr.two_Purchased_Title.Cascade A,1
Product_Title.Lipton Pr.two_Purchased_Title.Fascism A,1
Product_Title.Lipton Pr.two_Purchased_Title.Folgers C,1
Product_Title.Lipton Re,
Product_Title.Lipton Re.one_Purchased_Title,
Product_Title.Lipton Re.one_Purchased_Title.A Bear Ca,1
Product_Title.Lipton Re.one_Purchased_Title.Bananas  ,1
Product_Title.Lipton Re.one_Purchased_Title.Fascism A,1
Product_Title.Lipton Re.one_Purchased_Title.Fiskars 1,1
Product_Title.Lipton Re.one_Purchased_Title.Noir A No,1
Product_Title.Lipton Re.one_Purchased_Title.Strawberr,1
Product_Title.Lipton Re.one_Purchased_Title.Varina,1
Product_Title.Lipton Re.three_Purchased_Title,
Product_Title.Lipton Re.three_Purchased_Title.Maxell 19,1
Product_Title.Lipton Re.three_Purchased_Title.McCormick,1
Product_Title.Lipton Re.three_Purchased_Title.On the Go,1
Product_Title.Lipton Re.three_Purchased_Title.Roundup W,1
Product_Title.Lipton Re.three_Purchased_Title.Strawberr,1
Product_Title.Lipton Re.three_Purchased_Title.The Prair,1
Product_Title.Lipton Re.three_Purchased_Title.Yellow On,1
Product_Title.Lipton Re.two_Purchased_Title,
Product_Title.Lipton Re.two_Purchased_Title.Bananas  ,1
Product_Title.Lipton Re.two_Purchased_Title.Daisy Sou,1
Product_Title.Lipton Re.two_Purchased_Title.E B White,1
Product_Title.Lipton Re.two_Purchased_Title.Haggar Me,1
Product_Title.Lipton Re.two_Purchased_Title.Silly Fac,1
Product_Title.Lipton Re.two_Purchased_Title.Source Na,1
Product_Title.Lipton Re.two_Purchased_Title.The Heart,1
Product_Title.Lipton So,
Product_Title.Lipton So.one_Purchased_Title,
Product_Title.Lipton So.one_Purchased_Title.Bananas  ,1
Product_Title.Lipton So.one_Purchased_Title.Blink The,1
Product_Title.Lipton So.one_Purchased_Title.Lipton So,1
Product_Title.Lipton So.one_Purchased_Title.Manwich O,1
Product_Title.Lipton So.one_Purchased_Title.Planters ,1
Product_Title.Lipton So.three_Purchased_Title,
Product_Title.Lipton So.three_Purchased_Title.Keebler O,1
Product_Title.Lipton So.three_Purchased_Title.Kraft Eas,1
Product_Title.Lipton So.three_Purchased_Title.Old El Pa,1
Product_Title.Lipton So.three_Purchased_Title.Organic B,1
Product_Title.Lipton So.three_Purchased_Title.Richards ,1
Product_Title.Lipton So.three_Purchased_Title.Strawberr,1
Product_Title.Lipton So.three_Purchased_Title.Swiffer W,1
Product_Title.Lipton So.three_Purchased_Title.Yellow On,1
Product_Title.Lipton So.three_Purchased_Title.nan,1
Product_Title.Lipton So.two_Purchased_Title,
Product_Title.Lipton So.two_Purchased_Title.Grafix Cr,1
Product_Title.Lipton So.two_Purchased_Title.Just BARE,1
Product_Title.Lipton So.two_Purchased_Title.Kershaw B,1
Product_Title.Lipton So.two_Purchased_Title.Lipton So,1
Product_Title.Lipton So.two_Purchased_Title.Organic B,1
Product_Title.Lipton So.two_Purchased_Title.Peter Rab,1
Product_Title.Lipton So.two_Purchased_Title.Rice Kris,1
Product_Title.Lipton So.two_Purchased_Title.Strawberr,1
Product_Title.Lipton Te,
Product_Title.Lipton Te.one_Purchased_Title,
Product_Title.Lipton Te.one_Purchased_Title.NATURES S,1
Product_Title.Lipton Te.one_Purchased_Title.Sign Lang,1
Product_Title.Lipton Te.three_Purchased_Title,
Product_Title.Lipton Te.three_Purchased_Title.EsterC Vi,1
Product_Title.Lipton Te.three_Purchased_Title.Gallaudet,1
Product_Title.Lipton Te.two_Purchased_Title,
Product_Title.Lipton Te.two_Purchased_Title.Random Ho,1
Product_Title.Lipton Te.two_Purchased_Title.Vital Cho,1
Product_Title.Lipton Un,
Product_Title.Lipton Un.one_Purchased_Title,
Product_Title.Lipton Un.one_Purchased_Title.Mr Coffee,1
Product_Title.Lipton Un.three_Purchased_Title,
Product_Title.Lipton Un.three_Purchased_Title.Motorcraf,1
Product_Title.Lipton Un.two_Purchased_Title,
Product_Title.Lipton Un.two_Purchased_Title.Avery  Bu,1
Product_Title.Lipton Va,
Product_Title.Lipton Va.one_Purchased_Title,
Product_Title.Lipton Va.one_Purchased_Title.Rolodex M,1
Product_Title.Lipton Va.three_Purchased_Title,
Product_Title.Lipton Va.three_Purchased_Title.Bigelow P,1
Product_Title.Lipton Va.two_Purchased_Title,
Product_Title.Lipton Va.two_Purchased_Title.Columbian,1
Product_Title.Love Beau,
Product_Title.Love Beau.one_Purchased_Title,
Product_Title.Love Beau.one_Purchased_Title.Love Beau,1
Product_Title.Love Beau.three_Purchased_Title,
Product_Title.Love Beau.three_Purchased_Title.A Higher ,1
Product_Title.Love Beau.three_Purchased_Title.Aztec Sec,1
Product_Title.Love Beau.three_Purchased_Title.Herbal Es,1
Product_Title.Love Beau.three_Purchased_Title.Love Beau,1
Product_Title.Love Beau.three_Purchased_Title.Not Your ,1
Product_Title.Love Beau.two_Purchased_Title,
Product_Title.Love Beau.two_Purchased_Title.After Ann,1
Product_Title.Love Beau.two_Purchased_Title.Love Beau,1
Product_Title.Motions E,
Product_Title.Motions E.one_Purchased_Title,
Product_Title.Motions E.one_Purchased_Title.Giovannis,1
Product_Title.Motions E.three_Purchased_Title,
Product_Title.Motions E.three_Purchased_Title.Hollywood,1
Product_Title.Motions E.two_Purchased_Title,
Product_Title.Motions E.two_Purchased_Title.Kantek Pa,1
Product_Title.Nexxus Ci,
Product_Title.Nexxus Ci.one_Purchased_Title,
Product_Title.Nexxus Ci.one_Purchased_Title.Nexxus Ci,1
Product_Title.Nexxus Ci.three_Purchased_Title,
Product_Title.Nexxus Ci.three_Purchased_Title.Klorane S,1
Product_Title.Nexxus Ci.three_Purchased_Title.Nexxus Co,1
Product_Title.Nexxus Ci.three_Purchased_Title.Premium L,1
Product_Title.Nexxus Ci.three_Purchased_Title.The Last ,1
Product_Title.Nexxus Ci.two_Purchased_Title,
Product_Title.Nexxus Ci.two_Purchased_Title.11 22 63 ,1
Product_Title.Nexxus Ci.two_Purchased_Title.Harry Pot,1
Product_Title.Nexxus Ci.two_Purchased_Title.Nexxus Th,1
Product_Title.Nexxus Co,
Product_Title.Nexxus Co.one_Purchased_Title,
Product_Title.Nexxus Co.one_Purchased_Title.Aveeno Po,1
Product_Title.Nexxus Co.one_Purchased_Title.Freshburs,1
Product_Title.Nexxus Co.one_Purchased_Title.Nexxus Co,1
Product_Title.Nexxus Co.one_Purchased_Title.Nexxus Di,1
Product_Title.Nexxus Co.one_Purchased_Title.Nexxus Hu,1
Product_Title.Nexxus Co.one_Purchased_Title.Nexxus Sh,1
Product_Title.Nexxus Co.one_Purchased_Title.Nexxus Th,1
Product_Title.Nexxus Co.three_Purchased_Title,
Product_Title.Nexxus Co.three_Purchased_Title.Barracoon,1
Product_Title.Nexxus Co.three_Purchased_Title.Girl  Was,1
Product_Title.Nexxus Co.three_Purchased_Title.Happy Bir,1
Product_Title.Nexxus Co.three_Purchased_Title.Its a 10 ,1
Product_Title.Nexxus Co.three_Purchased_Title.Joico Joi,1
Product_Title.Nexxus Co.three_Purchased_Title.NEXXUS Vo,1
Product_Title.Nexxus Co.three_Purchased_Title.Nexxus Ke,1
Product_Title.Nexxus Co.three_Purchased_Title.Organic B,1
Product_Title.Nexxus Co.three_Purchased_Title.Quilted N,1
Product_Title.Nexxus Co.two_Purchased_Title,
Product_Title.Nexxus Co.two_Purchased_Title.LOreal Pa,1
Product_Title.Nexxus Co.two_Purchased_Title.Nexxus Co,1
Product_Title.Nexxus Co.two_Purchased_Title.Nexxus Di,1
Product_Title.Nexxus Co.two_Purchased_Title.Nexxus Hu,1
Product_Title.Nexxus Co.two_Purchased_Title.Nexxus Pr,1
Product_Title.Nexxus Co.two_Purchased_Title.Nexxus Yo,1
Product_Title.Nexxus Co.two_Purchased_Title.Organic R,1
Product_Title.Nexxus Co.two_Purchased_Title.Qtips Cot,1
Product_Title.Nexxus Di,
Product_Title.Nexxus Di.one_Purchased_Title,
Product_Title.Nexxus Di.one_Purchased_Title.Arm & Ham,1
Product_Title.Nexxus Di.one_Purchased_Title.Nexxus Di,1
Product_Title.Nexxus Di.three_Purchased_Title,
Product_Title.Nexxus Di.three_Purchased_Title.Dole Frui,1
Product_Title.Nexxus Di.three_Purchased_Title.Nexxus Co,1
Product_Title.Nexxus Di.three_Purchased_Title.Nexxus Hu,1
Product_Title.Nexxus Di.three_Purchased_Title.Quilted N,1
Product_Title.Nexxus Di.two_Purchased_Title,
Product_Title.Nexxus Di.two_Purchased_Title.BUMBLE BE,1
Product_Title.Nexxus Di.two_Purchased_Title.Nexxus Co,1
Product_Title.Nexxus Di.two_Purchased_Title.Nexxus Di,1
Product_Title.Nexxus Dr,
Product_Title.Nexxus Dr.one_Purchased_Title,
Product_Title.Nexxus Dr.one_Purchased_Title.Nexxus Ke,1
Product_Title.Nexxus Dr.three_Purchased_Title,
Product_Title.Nexxus Dr.three_Purchased_Title.Purina Fo,1
Product_Title.Nexxus Dr.two_Purchased_Title,
Product_Title.Nexxus Dr.two_Purchased_Title.Kenra Des,1
Product_Title.Nexxus Em,
Product_Title.Nexxus Em.one_Purchased_Title,
Product_Title.Nexxus Em.one_Purchased_Title.Nexxus Hu,1
Product_Title.Nexxus Em.three_Purchased_Title,
Product_Title.Nexxus Em.three_Purchased_Title.Nexxus Em,1
